candidate_id,job_title,job_description,required_education,required_skills,required_experience,candidate_education,candidate_skills,candidate_experience,hired
4932,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Node.js', 'Java', 'Writing', 'ML']",2.0,High School,"['Writing', 'Adobe Illustrator', 'Photoshop']",1.0,0
4933,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Adobe Illustrator', 'Networking']",0.0,Diploma,"['Problem-Solving', 'Photoshop', 'Security Protocols', 'ML', 'Python']",4.0,0
4934,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Digital Marketing', 'Networking', 'Adobe Illustrator']",0.5,Master’s,"['React', 'Problem-Solving']",2.0,0
4935,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Security Protocols', 'Python', 'Excel']",1.0,Associate’s,"['SQL', 'Node.js']",0.0,0
4936,Software Engineering Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Excel', 'Node.js', 'Java', 'Python', 'ML']",0.0,Associate’s,"['Python', 'Security Protocols', 'Financial Modeling', 'Photoshop']",0.5,0
4937,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Problem-Solving', 'Adobe Illustrator', 'Excel']",0.0,Bachelor’s,"['ML', 'Node.js', 'Excel']",0.0,0
4938,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Excel', 'Databases', 'ML']",3.0,Bachelor’s,"['Excel', 'Databases', 'Problem-Solving', 'Java']",3.0,0
4939,Marketing Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Bachelor’s,"['SQL', 'Writing', 'Adobe Illustrator', 'Security Protocols']",0.5,Associate’s,"['Java', 'Photoshop', 'React', 'Python', 'Security Protocols']",0.5,0
4940,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['Security Protocols', 'Photoshop', 'Java']",0.0,Bachelor’s,"['Java', 'Node.js']",1.0,0
4941,Software Engineering Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Master’s,"['React', 'Problem-Solving', 'Security Protocols', 'Excel', 'Networking']",3.0,Associate’s,"['Security Protocols', 'Databases', 'Digital Marketing', 'Networking', 'Excel']",1.0,0
4942,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['SQL', 'React', 'Problem-Solving', 'Java']",0.5,Associate’s,"['Digital Marketing', 'Security Protocols', 'Databases']",4.0,0
4943,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Networking', 'Excel', 'Photoshop', 'Java', 'ML']",1.0,Associate’s,"['SQL', 'Networking']",1.0,0
4944,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Node.js', 'Databases', 'Java', 'Digital Marketing']",3.0,Master’s,"['ML', 'Node.js', 'Networking', 'SQL', 'Adobe Illustrator']",5.0,0
4945,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Python', 'Problem-Solving']",1.0,Bachelor’s,"['Problem-Solving', 'Node.js']",4.0,0
4946,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['Financial Modeling', 'Python']",0.5,Diploma,"['Node.js', 'Python']",5.0,0
4947,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Adobe Illustrator', 'Networking', 'Security Protocols', 'Java']",2.0,High School,"['Digital Marketing', 'Adobe Illustrator']",5.0,1
4948,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Databases', 'Writing', 'Networking', 'Adobe Illustrator']",0.5,Diploma,"['Photoshop', 'Node.js', 'Excel', 'Java']",5.0,0
4949,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Financial Modeling', 'Java', 'ML', 'React', 'Excel']",2.0,Master’s,"['Java', 'React', 'SQL', 'Problem-Solving']",2.0,0
4950,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['React', 'SQL']",2.0,Associate’s,"['Financial Modeling', 'ML', 'Python', 'Node.js']",1.0,0
4951,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Writing', 'SQL', 'Python', 'Security Protocols']",2.0,Master’s,"['React', 'Photoshop']",3.0,0
4952,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['React', 'Security Protocols', 'Python']",2.0,Diploma,"['Financial Modeling', 'Node.js', 'Security Protocols', 'ML', 'Java']",1.0,0
4953,Graphic Design Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Java', 'Digital Marketing', 'Adobe Illustrator', 'ML', 'React']",3.0,Bachelor’s,"['Security Protocols', 'Financial Modeling', 'Node.js']",1.0,0
4954,Software Engineering Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Excel', 'Databases', 'Networking']",2.0,Bachelor’s,"['ML', 'Excel', 'Adobe Illustrator', 'Problem-Solving']",4.0,0
4955,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Java', 'Node.js', 'Adobe Illustrator', 'React']",3.0,Diploma,"['Networking', 'ML', 'Node.js', 'Digital Marketing', 'Databases']",4.0,0
4956,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['SQL', 'Networking']",1.0,High School,"['Adobe Illustrator', 'Networking', 'Node.js', 'Digital Marketing']",4.0,0
4957,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Digital Marketing', 'Adobe Illustrator', 'React', 'Excel']",1.0,Master’s,"['Security Protocols', 'Problem-Solving']",0.5,0
4958,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Security Protocols', 'React', 'Java', 'Python', 'Photoshop']",0.5,Diploma,"['Problem-Solving', 'Writing', 'Networking']",5.0,0
4959,Cybersecurity Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['SQL', 'Networking', 'Java', 'Financial Modeling']",2.0,High School,"['Excel', 'Writing', 'Problem-Solving', 'Security Protocols', 'ML']",5.0,0
4960,Software Engineering Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Master’s,"['Excel', 'ML', 'Financial Modeling', 'Node.js']",1.0,Associate’s,"['Problem-Solving', 'Writing']",0.5,0
4961,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Problem-Solving', 'ML', 'Digital Marketing', 'Python']",3.0,High School,"['Excel', 'Python', 'Node.js', 'SQL']",0.5,0
4962,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Python', 'Java', 'Excel', 'SQL', 'Networking']",3.0,Master’s,"['Python', 'Java']",2.0,0
4963,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Writing', 'SQL', 'Photoshop']",1.0,High School,"['Digital Marketing', 'Writing', 'Node.js', 'SQL', 'Networking']",1.0,0
4964,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Digital Marketing', 'Databases', 'SQL', 'Writing']",0.5,Bachelor’s,"['Security Protocols', 'Java']",1.0,0
4965,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Networking', 'Writing']",0.0,Associate’s,"['Python', 'Problem-Solving', 'Financial Modeling', 'Networking', 'Databases']",1.0,0
4966,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Financial Modeling', 'Python', 'ML', 'Java']",2.0,High School,"['React', 'Digital Marketing']",4.0,0
4967,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Photoshop', 'Digital Marketing', 'Financial Modeling', 'React', 'Node.js']",0.0,Diploma,"['Security Protocols', 'Financial Modeling', 'Java']",2.0,0
4968,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Financial Modeling', 'Java', 'Databases']",0.0,Diploma,"['Problem-Solving', 'Node.js', 'Photoshop']",5.0,0
4969,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Databases', 'Financial Modeling', 'Java', 'Python', 'SQL']",1.0,Diploma,"['Digital Marketing', 'Networking', 'Financial Modeling']",4.0,1
4970,Cybersecurity Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Master’s,"['Problem-Solving', 'Photoshop', 'Adobe Illustrator']",3.0,Bachelor’s,"['Problem-Solving', 'Adobe Illustrator', 'Python']",4.0,0
4971,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Excel', 'Java', 'SQL']",0.0,High School,"['Photoshop', 'Writing']",0.5,0
4972,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['ML', 'Networking', 'Writing']",1.0,Master’s,"['Security Protocols', 'ML', 'Writing']",3.0,0
4973,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Writing', 'SQL', 'Financial Modeling', 'ML']",2.0,Bachelor’s,"['Databases', 'Java', 'Security Protocols', 'SQL', 'Problem-Solving']",1.0,0
4974,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Databases', 'ML', 'Java', 'Photoshop']",3.0,Master’s,"['Databases', 'Java', 'Excel', 'Problem-Solving', 'ML']",0.0,0
4975,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['SQL', 'Databases', 'Python', 'ML', 'React']",2.0,Associate’s,"['Adobe Illustrator', 'Databases', 'Problem-Solving']",0.5,0
4976,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['ML', 'Writing']",3.0,Associate’s,"['Digital Marketing', 'Node.js', 'Adobe Illustrator', 'Security Protocols', 'Excel']",5.0,0
4977,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Master’s,"['Excel', 'Python', 'Adobe Illustrator', 'Digital Marketing', 'ML']",1.0,Diploma,"['Digital Marketing', 'SQL', 'Excel', 'ML']",3.0,0
4978,Cybersecurity Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Writing', 'Digital Marketing', 'Node.js', 'React', 'SQL']",1.0,Diploma,"['Python', 'Financial Modeling', 'Excel', 'React']",1.0,0
4979,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['Python', 'Java', 'Excel', 'Financial Modeling', 'Security Protocols']",1.0,High School,"['Writing', 'Financial Modeling']",5.0,0
4980,Graphic Design Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Node.js', 'Databases', 'Networking']",3.0,Master’s,"['Adobe Illustrator', 'React']",5.0,0
